Reine,Imago,Nymphe,Larve,Œuf,,Reine,Imago,Nymphe,Larve,Œuf,,Reine,Imago,Nymphe,Larve,Œuf,,Reine,Imago,Nymphe,Larve,Œuf,,Reine,Imago,Nymphe,Larve,Œuf,,Reine,Imago,Nymphe,Larve,Œuf,,
1,0,0,0,0,0,,1,0,0,0,0,0,,1,0,0,0,0,0,,1,0,0,0,0,0,,1,0,0,0,0,0,,1,0,0,0,0,0
1,0,0,0,0,0,,1,0,0,0,0,0,,1,0,0,0,0,0,,1,0,0,0,0,0,,1,0,0,0,0,0,,1,0,0,0,0,0
1,0,0,0,0,0,,1,0,0,0,0,0,,1,0,0,0,0,0,,1,0,0,0,1,0,,1,0,0,0,0,0,,1,0,0,0,0,0
1,0,0,0,0,0,,1,0,0,0,0,0,,1,0,0,0,0,0,,1,0,0,0,1,0,,1,0,0,0,0,0,,1,0,0,0,0,0
1,0,0,0,0,0,,1,0,0,0,0,0,,1,0,0,0,0,0,,1,0,0,0,1,0,,1,0,0,0,0,0,,1,0,0,0,0,0
1,0,0,0,0,0,,1,0,0,0,0,0,,1,0,0,0,0,0,,1,0,0,0,1,0,,1,0,0,0,0,0,,1,0,0,0,0,0
1,0,0,0,0,0,,1,0,0,0,0,0,,1,0,0,0,0,0,,1,0,0,1,0,0,,1,0,0,0,0,0,,1,0,0,0,0,0
1,0,0,0,0,0,,1,0,0,0,0,0,,1,0,0,0,0,0,,1,0,0,1,0,0,,1,0,0,0,0,0,,1,0,0,0,0,0
1,0,0,0,0,0,,1,0,0,0,0,0,,1,0,0,0,0,0,,1,0,0,1,0,0,,1,0,0,0,0,0,,1,0,0,0,0,0
1,0,0,0,0,0,,1,0,0,0,0,0,,1,0,0,0,0,0,,1,0,0,1,0,0,,1,0,0,0,0,0,,1,0,0,0,0,0
1,0,0,0,0,0,,1,0,0,0,0,0,,1,0,0,0,0,0,,1,0,0,1,0,0,,1,0,0,0,0,0,,1,0,0,0,0,0
1,0,0,0,0,0,,1,0,0,0,0,0,,1,0,0,0,0,0,,1,0,0,1,0,0,,1,0,0,0,0,0,,1,0,0,0,0,0
1,0,0,0,0,0,,1,0,0,0,0,0,,1,0,0,0,0,0,,1,0,1,0,0,0,,1,0,0,0,0,0,,1,0,0,0,0,0
1,0,0,0,0,0,,1,0,0,0,0,0,,1,0,0,0,0,0,,1,0,1,0,0,0,,1,0,0,0,0,0,,1,0,0,0,0,0
1,0,0,0,0,0,,1,0,0,0,0,0,,1,0,0,0,0,0,,1,0,1,0,0,0,,1,0,0,0,0,0,,1,0,0,0,0,0
1,0,0,0,0,0,,1,0,0,0,0,0,,1,0,0,0,0,0,,1,0,1,0,0,0,,1,0,0,0,0,0,,1,0,0,0,0,0
1,0,0,0,0,0,,1,0,0,0,0,0,,1,0,0,0,0,0,,1,1,0,0,0,0,,1,0,0,0,0,0,,1,0,0,0,0,0
1,0,0,0,0,0,,1,0,0,0,0,0,,1,0,0,0,0,0,,1,1,0,0,0,0,,1,0,0,0,0,0,,1,0,0,0,0,0
1,0,0,0,0,0,,1,0,0,0,0,0,,1,0,0,0,0,0,,1,1,0,0,0,0,,1,0,0,0,0,0,,1,0,0,0,0,0
1,0,0,0,0,0,,1,0,0,0,0,0,,1,0,0,0,0,0,,1,1,0,0,0,0,,1,0,0,0,0,0,,1,0,0,0,0,0
